account_id,account_type,country,created_at,status
ACC_000172,salary,IN,2023-08-30T23:27:30,active
ACC_000173,current,IN,2023-10-29T19:57:38,active
ACC_000174,salary,IN,2026-05-06T03:37:51,active
ACC_000175,savings,IN,2024-02-10T23:25:46,active
ACC_000176,current,IN,2025-07-19T21:58:25,active
ACC_000177,savings,IN,2026-02-19T02:21:30,active
ACC_000178,salary,IN,2025-09-29T15:21:08,active
ACC_000179,salary,IN,2023-10-02T22:03:51,active
ACC_000180,current,IN,2025-07-23T05:49:20,active
ACC_000181,current,IN,2023-10-26T15:22:44,inactive
ACC_000182,current,IN,2024-07-11T05:27:56,active
ACC_000183,savings,IN,2025-01-07T03:12:34,active
ACC_000184,savings,IN,2025-05-16T03:07:19,active
ACC_000185,salary,IN,2025-02-14T00:28:40,active
ACC_000186,savings,IN,2024-04-11T18:40:27,suspended
ACC_000187,savings,IN,2025-03-05T16:10:25,active
ACC_000188,current,IN,2026-05-06T03:19:04,active
ACC_000189,savings,IN,2024-12-22T07:17:48,active
ACC_000190,savings,IN,2025-10-31T12:01:51,active
ACC_000191,savings,IN,2023-12-11T18:20:37,inactive
ACC_000192,current,IN,2025-08-29T19:37:58,active
ACC_000193,salary,IN,2024-10-21T04:16:47,active
ACC_000194,salary,IN,2025-02-07T11:58:25,active
ACC_000195,savings,IN,2024-11-06T20:53:12,active
ACC_000196,savings,IN,2024-05-04T14:58:36,active
ACC_000197,current,IN,2026-04-07T14:51:16,inactive
ACC_000198,salary,IN,2025-09-21T04:45:33,active
ACC_000199,current,IN,2025-02-05T06:07:43,active
ACC_000200,current,IN,2025-02-12T10:50:45,suspended
ACC_000201,current,IN,2023-11-13T01:35:27,active
ACC_000202,savings,IN,2025-02-16T04:58:13,active
ACC_000203,savings,IN,2024-01-01T15:05:19,active
ACC_000204,salary,IN,2025-11-01T11:35:07,active
ACC_000205,salary,IN,2024-01-23T19:36:12,active
ACC_000206,savings,IN,2024-12-25T12:17:17,active
ACC_000207,savings,IN,2024-10-17T01:50:58,active
ACC_000208,salary,IN,2026-02-26T14:04:07,active
ACC_000209,salary,IN,2024-07-15T09:18:31,active
ACC_000210,salary,IN,2024-01-20T00:03:33,active
ACC_000211,savings,IN,2026-02-11T14:51:37,active
ACC_000212,current,IN,2025-05-19T08:05:08,active
ACC_000213,salary,IN,2026-08-17T19:56:32,suspended
ACC_000214,savings,IN,2025-08-11T17:46:25,active
ACC_000215,salary,IN,2023-09-06T18:34:18,active
ACC_000216,salary,IN,2024-08-06T18:00:30,active
ACC_000217,current,IN,2023-11-24T17:07:24,active
ACC_000218,savings,IN,2024-09-30T17:31:00,active
ACC_000219,savings,IN,2025-05-23T20:08:14,active
ACC_000220,savings,IN,2025-12-16T20:54:24,active
ACC_000221,current,IN,2025-08-08T22:30:52,active
ACC_000222,salary,IN,2026-06-17T16:18:05,active
ACC_000223,current,IN,2024-09-08T05:09:45,active
ACC_000224,savings,IN,2024-03-27T06:51:07,active
ACC_000225,current,IN,2025-03-12T22:21:20,active
ACC_000226,salary,IN,2026-03-31T08:44:36,active
ACC_000227,current,IN,2024-05-21T15:12:03,active
ACC_000228,savings,IN,2025-02-10T13:35:31,inactive
ACC_000229,savings,IN,2025-11-30T12:20:53,active
ACC_000230,current,IN,2025-03-20T07:55:19,active
ACC_000231,current,IN,2024-02-14T00:37:31,active
ACC_000232,current,IN,2024-02-21T23:48:52,active
ACC_000233,savings,IN,2026-01-22T12:54:03,active
ACC_000234,salary,IN,2024-05-08T16:49:13,inactive
ACC_000235,current,IN,2025-11-26T08:16:45,active
ACC_000236,current,IN,2025-09-30T19:30:25,active
ACC_000237,current,IN,2025-02-16T13:22:32,suspended
ACC_000238,salary,IN,2025-05-12T15:21:25,inactive
ACC_000239,salary,IN,2023-10-04T22:39:24,active
ACC_000240,savings,IN,2025-06-30T10:53:39,active
ACC_000241,salary,IN,2024-06-13T05:57:49,active
ACC_000242,savings,IN,2026-02-14T06:40:26,active
ACC_000243,savings,IN,2023-12-08T14:56:14,active
ACC_000244,current,IN,2025-01-31T11:03:29,active
ACC_000245,salary,IN,2026-07-03T02:39:16,inactive
ACC_000246,savings,IN,2023-08-29T05:29:39,active
ACC_000247,current,IN,2024-02-18T22:03:34,active
ACC_000248,current,IN,2025-09-07T08:31:51,active
ACC_000249,salary,IN,2024-01-01T02:59:55,active
ACC_000250,current,IN,2024-09-26T11:08:08,active
ACC_000251,current,IN,2026-05-07T10:36:48,active
ACC_000252,savings,IN,2025-11-17T07:07:41,active
ACC_000253,salary,IN,2025-02-01T02:31:42,active
ACC_000254,current,IN,2024-06-19T13:49:33,active
ACC_000255,salary,IN,2024-07-29T10:14:30,active
ACC_000256,salary,IN,2025-11-10T10:13:34,active
ACC_000257,salary,IN,2026-03-29T12:41:08,active
ACC_000258,current,IN,2023-11-12T03:09:20,active
ACC_000259,savings,IN,2025-11-07T22:47:55,active
ACC_000260,savings,IN,2023-10-19T01:44:59,active
ACC_000261,salary,IN,2024-03-17T08:38:19,active
ACC_000262,current,IN,2025-10-08T02:59:49,active
ACC_000263,salary,IN,2025-06-28T04:09:40,active
ACC_000264,current,IN,2025-04-07T19:28:25,active
ACC_000265,savings,IN,2026-05-07T18:42:13,active
ACC_000266,current,IN,2025-10-22T10:19:27,suspended
ACC_000267,current,IN,2026-02-25T11:47:36,suspended
ACC_000268,salary,IN,2023-11-12T07:16:46,active
ACC_000269,current,IN,2026-06-01T07:55:00,active
ACC_000270,savings,IN,2023-12-26T14:51:36,inactive
ACC_000271,savings,IN,2026-01-07T22:01:31,inactive
ACC_000272,salary,IN,2023-10-06T23:05:04,active
ACC_000273,savings,IN,2025-04-12T21:13:31,active
ACC_000274,savings,IN,2024-08-26T15:01:09,active
ACC_000275,savings,IN,2024-01-11T12:04:15,active
ACC_000276,current,IN,2024-02-15T05:23:49,inactive
ACC_000277,savings,IN,2026-01-03T12:47:32,active
ACC_000278,salary,IN,2025-08-01T08:43:33,active
ACC_000279,savings,IN,2025-11-30T15:21:49,inactive
ACC_000280,salary,IN,2026-01-30T07:19:49,active
ACC_000281,current,IN,2023-09-14T22:44:13,active
ACC_000282,savings,IN,2024-11-06T09:03:30,active
ACC_000283,current,IN,2025-06-09T00:56:58,active
ACC_000284,savings,IN,2024-07-20T01:02:51,active
ACC_000285,salary,IN,2026-08-14T06:05:43,active
ACC_000286,current,IN,2025-03-27T00:04:13,active
ACC_000287,current,IN,2026-05-12T13:06:13,active
ACC_000288,current,IN,2025-02-14T10:34:46,active
ACC_000289,current,IN,2024-09-17T22:49:04,active
ACC_000290,salary,IN,2025-07-27T05:17:48,active
ACC_000291,savings,IN,2023-08-28T18:53:56,active
ACC_000292,savings,IN,2025-06-28T14:39:36,active
ACC_000293,salary,IN,2023-08-27T16:50:20,active
ACC_000294,current,IN,2024-01-01T15:59:45,active
ACC_000295,salary,IN,2025-12-13T07:57:57,active
ACC_000296,salary,IN,2026-02-28T08:43:39,active
ACC_000297,salary,IN,2026-05-06T11:10:13,inactive
ACC_000298,current,IN,2025-12-31T20:56:16,active
ACC_000299,current,IN,2024-01-15T10:35:19,active
ACC_000300,savings,IN,2025-05-21T00:20:38,active
ACC_000301,current,IN,2026-03-03T02:29:42,active
ACC_000302,current,IN,2026-03-25T14:30:24,active
ACC_000303,savings,IN,2026-08-06T22:26:36,active
ACC_000304,savings,IN,2023-09-05T11:07:33,active
ACC_000305,salary,IN,2024-04-19T12:16:27,active
ACC_000306,salary,IN,2026-01-22T19:50:36,active
ACC_000307,savings,IN,2026-06-30T06:51:12,active
ACC_000308,current,IN,2024-12-11T21:41:12,active
ACC_000309,salary,IN,2025-01-23T01:07:41,active
ACC_000310,current,IN,2023-09-21T09:42:34,active
ACC_000311,savings,IN,2023-09-15T06:46:23,active
ACC_000312,current,IN,2025-03-21T00:28:49,active
ACC_000313,current,IN,2025-11-24T18:04:29,active
ACC_000314,salary,IN,2026-05-18T02:51:48,active
ACC_000315,current,IN,2026-05-01T20:51:48,active
ACC_000316,salary,IN,2023-08-26T05:59:50,active
ACC_000317,savings,IN,2024-06-29T04:07:47,active
ACC_000318,savings,IN,2023-12-19T02:20:07,suspended
ACC_000319,current,IN,2025-12-28T02:28:41,active
ACC_000320,savings,IN,2025-07-05T02:39:02,active
ACC_000321,salary,IN,2024-09-14T00:29:45,active
ACC_000322,savings,IN,2026-06-07T18:14:07,active
ACC_000323,salary,IN,2024-02-21T19:28:00,active
ACC_000324,savings,IN,2024-01-30T08:00:29,active
ACC_000325,current,IN,2025-10-31T18:57:29,active
ACC_000326,savings,IN,2024-05-27T09:13:39,active
ACC_000327,savings,IN,2026-06-29T15:52:23,active
ACC_000328,savings,IN,2025-09-16T19:58:44,active
ACC_000329,salary,IN,2024-05-24T00:50:16,active
ACC_000330,savings,IN,2026-08-06T05:03:28,active
ACC_000331,salary,IN,2025-07-17T00:26:52,active
ACC_000332,salary,IN,2026-07-07T03:42:56,active
ACC_000333,current,IN,2024-04-11T04:26:56,active
ACC_000334,savings,IN,2026-03-21T03:32:56,active
ACC_000335,salary,IN,2026-04-28T21:30:49,active
ACC_000336,savings,IN,2023-09-17T02:26:51,active
ACC_000337,savings,IN,2025-11-12T10:17:57,active
ACC_000338,current,IN,2026-02-16T08:24:42,active
ACC_000339,current,IN,2025-05-28T18:43:37,active
ACC_000340,current,IN,2024-06-08T01:52:49,active
ACC_000341,salary,IN,2025-09-05T13:08:53,inactive
ACC_000342,current,IN,2024-07-17T06:37:27,active
ACC_000343,savings,IN,2024-09-02T00:18:40,active
ACC_000344,salary,IN,2024-11-05T00:01:12,inactive
ACC_000345,current,IN,2025-04-01T18:08:46,active
ACC_000346,salary,IN,2024-12-02T05:08:57,active
ACC_000347,current,IN,2024-06-22T02:11:39,active
ACC_000348,current,IN,2025-10-19T02:10:50,active
ACC_000349,savings,IN,2023-09-21T05:59:14,active
ACC_000350,current,IN,2026-02-11T12:48:22,active
ACC_000351,savings,IN,2024-11-29T08:06:28,active
ACC_000352,salary,IN,2024-04-14T23:14:44,active
ACC_000353,current,IN,2024-03-15T02:34:54,inactive
ACC_000354,current,IN,2023-11-06T11:39:27,active
ACC_000355,savings,IN,2026-06-18T15:42:19,active
ACC_000356,salary,IN,2026-07-23T02:16:42,active
ACC_000357,savings,IN,2025-03-24T08:54:01,active
ACC_000358,salary,IN,2025-01-06T03:54:15,active
ACC_000359,savings,IN,2023-10-01T20:33:49,active
ACC_000360,savings,IN,2024-09-28T18:39:27,active
ACC_000361,savings,IN,2024-02-22T19:37:35,active
ACC_000362,savings,IN,2024-10-13T17:47:47,active
ACC_000363,salary,IN,2025-01-08T15:28:39,active
ACC_000364,savings,IN,2024-05-27T22:43:00,active
ACC_000365,savings,IN,2025-04-06T12:49:20,active
ACC_000366,salary,IN,2025-04-04T04:32:04,active
ACC_000367,current,IN,2026-01-28T03:39:00,inactive
ACC_000368,salary,IN,2023-12-29T21:53:48,active
ACC_000369,savings,IN,2025-10-02T16:10:51,active
ACC_000370,salary,IN,2023-11-02T18:31:09,active
ACC_000371,salary,IN,2025-11-01T10:32:14,suspended
ACC_000372,current,IN,2023-10-23T09:51:24,inactive
ACC_000373,salary,IN,2024-08-06T01:54:26,active
ACC_000374,current,IN,2024-12-01T17:23:51,active
ACC_000375,salary,IN,2024-12-14T08:45:22,active
ACC_000376,salary,IN,2025-11-25T17:49:27,active
ACC_000377,salary,IN,2023-09-27T14:36:47,active
ACC_000378,savings,IN,2026-05-05T08:24:49,active
ACC_000379,salary,IN,2024-07-03T19:10:36,active
ACC_000380,savings,IN,2024-08-21T12:13:32,active
ACC_000381,salary,IN,2024-07-03T04:15:02,active
ACC_000382,salary,IN,2024-11-15T04:44:53,active
ACC_000383,salary,IN,2025-09-04T19:23:26,active
ACC_000384,savings,IN,2026-07-03T05:09:48,active
ACC_000385,savings,IN,2025-03-02T19:55:46,active
ACC_000386,salary,IN,2024-02-18T22:08:18,active
ACC_000387,savings,IN,2025-03-16T03:33:35,active
ACC_000388,current,IN,2025-01-22T04:41:38,suspended
ACC_000389,salary,IN,2025-06-25T02:33:14,active
ACC_000390,current,IN,2026-01-03T19:16:17,active
ACC_000391,current,IN,2025-04-27T01:31:07,active
ACC_000392,current,IN,2024-09-12T14:10:26,active
ACC_000393,salary,IN,2025-04-19T12:15:27,active
ACC_000394,current,IN,2024-12-12T19:50:42,active
ACC_000395,current,IN,2025-06-10T07:24:59,inactive
ACC_000396,current,IN,2024-08-24T06:56:29,active
ACC_000397,savings,IN,2023-10-12T03:12:57,active
ACC_000398,salary,IN,2023-10-17T12:20:29,active
ACC_000399,savings,IN,2025-08-02T19:43:20,active
ACC_000400,current,IN,2025-09-13T03:57:18,active
ACC_000401,salary,IN,2023-10-12T01:53:41,inactive
ACC_000402,savings,IN,2025-12-20T18:53:35,active
ACC_000403,current,IN,2025-03-29T07:23:37,active
ACC_000404,savings,IN,2023-12-13T19:59:13,active
ACC_000405,current,IN,2026-07-16T19:33:02,active
ACC_000406,savings,IN,2026-07-30T02:43:21,active
ACC_000407,savings,IN,2025-02-07T09:25:20,active
ACC_000408,salary,IN,2024-04-10T04:47:24,active
ACC_000409,current,IN,2025-12-22T15:39:59,active
ACC_000410,savings,IN,2025-07-25T22:41:24,active
ACC_000411,savings,IN,2025-02-23T06:45:09,active
ACC_000412,current,IN,2024-01-01T00:06:30,active
ACC_000413,salary,IN,2023-12-31T02:17:17,active
ACC_000414,current,IN,2025-01-03T12:51:58,active
ACC_000415,salary,IN,2024-01-26T08:37:29,active
ACC_000416,salary,IN,2024-12-04T12:32:17,active
ACC_000417,savings,IN,2025-02-10T07:51:21,active
ACC_000418,current,IN,2023-11-21T10:41:00,active
ACC_000419,current,IN,2025-01-15T08:58:11,active
ACC_000420,salary,IN,2026-02-23T08:13:28,active
ACC_000421,savings,IN,2026-01-03T13:40:01,active
ACC_000422,current,IN,2025-01-11T14:21:16,active
ACC_000423,savings,IN,2024-05-09T18:01:40,active
ACC_000424,salary,IN,2025-01-18T00:19:35,active
ACC_000425,current,IN,2025-08-09T15:25:05,active
ACC_000426,current,IN,2025-01-29T01:46:42,active
ACC_000427,current,IN,2026-05-08T22:53:14,active
ACC_000428,current,IN,2025-06-01T20:21:18,active
ACC_000429,current,IN,2024-11-27T18:58:58,active
ACC_000430,savings,IN,2026-07-06T00:33:34,active
ACC_000431,current,IN,2024-05-25T23:15:52,active
ACC_000432,savings,IN,2025-07-18T13:27:53,active
ACC_000433,savings,IN,2025-01-13T21:23:42,active
ACC_000434,current,IN,2025-02-08T14:42:13,active
ACC_000435,savings,IN,2026-03-06T10:19:07,active
ACC_000436,current,IN,2024-07-14T23:30:22,active
ACC_000437,current,IN,2024-07-02T18:56:33,active
ACC_000438,salary,IN,2026-03-19T15:14:12,active
ACC_000439,current,IN,2024-03-15T03:07:47,active
ACC_000440,savings,IN,2024-01-20T01:29:45,active
ACC_000441,salary,IN,2025-03-30T17:52:54,active
ACC_000442,salary,IN,2024-11-12T00:17:55,active
ACC_000443,savings,IN,2025-12-27T05:01:05,active
ACC_000444,salary,IN,2024-11-11T20:51:08,active
ACC_000445,salary,IN,2026-07-15T08:20:37,active
ACC_000446,savings,IN,2025-03-21T01:34:45,active
ACC_000447,salary,IN,2024-10-25T00:28:17,active
ACC_000448,salary,IN,2025-01-09T04:29:33,active
ACC_000449,savings,IN,2023-10-07T00:34:50,active
ACC_000450,current,IN,2025-04-06T12:59:03,active
ACC_000451,current,IN,2026-05-15T13:09:23,active
ACC_000452,current,IN,2025-01-09T16:09:15,active
ACC_000453,current,IN,2024-06-17T02:15:01,active
ACC_000454,savings,IN,2024-07-09T15:36:03,active
ACC_000455,savings,IN,2025-10-29T06:23:37,active
ACC_000456,savings,IN,2025-03-03T15:03:20,inactive
ACC_000457,current,IN,2024-03-29T13:07:17,active
ACC_000458,salary,IN,2026-03-14T08:28:03,active
ACC_000459,current,IN,2024-07-16T08:36:03,active
ACC_000460,salary,IN,2024-09-20T19:41:31,active
ACC_000461,salary,IN,2024-05-29T10:11:55,active
ACC_000462,savings,IN,2024-08-19T22:34:27,active
ACC_000463,salary,IN,2024-03-26T15:45:16,active
ACC_000464,salary,IN,2026-04-17T18:13:03,inactive
ACC_000465,current,IN,2024-08-20T00:21:05,active
ACC_000466,salary,IN,2024-07-11T12:59:37,active
ACC_000467,savings,IN,2026-02-08T03:15:52,active
ACC_000468,salary,IN,2024-09-23T03:50:47,active
ACC_000469,salary,IN,2025-09-16T19:08:04,suspended
ACC_000470,savings,IN,2025-02-15T00:44:54,active
ACC_000471,savings,IN,2024-07-06T11:57:44,active
ACC_000472,savings,IN,2024-06-01T02:25:44,active
ACC_000473,salary,IN,2025-12-16T09:54:25,active
ACC_000474,current,IN,2024-05-30T08:07:47,active
ACC_000475,savings,IN,2025-01-31T06:11:25,active
ACC_000476,salary,IN,2026-02-05T03:52:32,active
ACC_000477,salary,IN,2025-01-12T19:19:54,active
ACC_000478,salary,IN,2025-12-12T07:05:56,active
ACC_000479,savings,IN,2024-11-21T18:35:05,active
ACC_000480,savings,IN,2026-03-23T20:39:16,active
ACC_000481,savings,IN,2025-05-16T01:52:59,active
ACC_000482,current,IN,2024-12-29T08:35:19,active
ACC_000483,current,IN,2025-05-12T16:02:41,inactive
ACC_000484,current,IN,2026-07-25T23:40:19,active
ACC_000485,salary,IN,2026-05-18T03:47:14,active
ACC_000486,salary,IN,2025-08-26T15:04:50,active
ACC_000487,current,IN,2024-01-21T01:30:38,active
ACC_000488,savings,IN,2026-07-07T22:12:58,suspended
ACC_000489,savings,IN,2024-07-03T17:46:35,suspended
ACC_000490,salary,IN,2025-12-22T00:09:22,active
ACC_000491,current,IN,2024-03-09T08:46:08,active
ACC_000492,savings,IN,2025-06-23T11:26:03,active
ACC_000493,salary,IN,2026-04-16T18:33:42,active
ACC_000494,salary,IN,2024-08-16T13:38:23,active
ACC_000495,salary,IN,2024-02-10T09:28:35,active
ACC_000496,savings,IN,2023-09-13T12:24:09,active
ACC_000497,salary,IN,2024-04-08T15:57:36,active
ACC_000498,current,IN,2025-07-17T11:08:07,active
ACC_000499,current,IN,2025-07-19T07:47:27,active
ACC_000500,current,IN,2023-09-15T06:20:47,active
ACC_000501,savings,IN,2024-11-24T05:19:41,active
