transaction_id,account_id,merchant_id,amount,currency,status,payment_method,transaction_timestamp
TXN_000010076,ACC_000959,MER_00095,2920.9,INR,success,wallet,2026-08-24T19:12:23.963554
TXN_000010077,ACC_000608,MER_00173,2957.25,INR,success,wallet,2026-08-24T19:12:23.963557
TXN_000010078,ACC_000980,MER_00085,3618.98,INR,success,wallet,2026-08-24T19:12:23.963561
TXN_000010079,ACC_000442,MER_00018,1530.59,INR,success,net_banking,2026-08-24T19:12:23.963565
TXN_000010080,ACC_000645,MER_00052,3269.3,INR,success,upi,2026-08-24T19:12:23.963568
TXN_000010081,ACC_000665,MER_00050,3449.93,INR,success,upi,2026-08-24T19:12:23.963571
TXN_000010082,ACC_000588,MER_00129,2424.57,INR,success,wallet,2026-08-24T19:12:23.963578
TXN_000010083,ACC_000232,MER_00007,3622.98,INR,success,wallet,2026-08-24T19:12:23.963582
TXN_000010084,ACC_000335,MER_00133,4407.29,INR,success,net_banking,2026-08-24T19:12:23.963585
TXN_000010085,ACC_000429,MER_00077,1962.08,INR,success,net_banking,2026-08-24T19:12:23.963588
TXN_000010086,ACC_000319,MER_00151,662.96,INR,success,net_banking,2026-08-24T19:12:23.963592
TXN_000010087,ACC_000799,MER_00110,3168.65,INR,success,upi,2026-08-24T19:12:23.963595
TXN_000010088,ACC_000588,MER_00043,569.9,INR,success,wallet,2026-08-24T19:12:23.963601
TXN_000010089,ACC_000323,MER_00075,3324.6,INR,pending,upi,2026-08-24T19:12:23.963605
TXN_000010090,ACC_000079,MER_00013,4819.67,INR,success,upi,2026-08-24T19:12:23.963608
TXN_000010091,ACC_000215,MER_00034,611.93,INR,success,upi,2026-08-24T19:12:23.963612
TXN_000010092,ACC_000374,MER_00148,3745.27,INR,success,upi,2026-08-24T19:12:23.963615
TXN_000010093,ACC_000709,MER_00119,1725.8,INR,success,wallet,2026-08-24T19:12:23.963618
TXN_000010094,ACC_000014,MER_00039,1965.19,INR,success,upi,2026-08-24T19:12:23.963625
TXN_000010095,ACC_000848,MER_00144,3252.87,INR,success,upi,2026-08-24T19:12:23.963628
TXN_000010096,ACC_000850,MER_00054,3403.6,INR,success,wallet,2026-08-24T19:12:23.963632
TXN_000010097,ACC_000230,MER_00093,463.22,INR,success,wallet,2026-08-24T19:12:23.963635
TXN_000010098,ACC_000639,MER_00037,338.45,INR,success,card,2026-08-24T19:12:23.963638
TXN_000010099,ACC_000701,MER_00175,880.76,INR,success,card,2026-08-24T19:12:23.963642
TXN_000010100,ACC_000556,MER_00045,2136.99,INR,success,upi,2026-08-24T19:12:23.963646
