transaction_id,account_id,merchant_id,amount,currency,status,payment_method,transaction_timestamp
TXN_000000035,ACC_000937,MER_00134,44.53,INR,success,card,2026-07-29T18:50:15.760363
TXN_000000036,ACC_000984,MER_00069,289.53,INR,success,wallet,2026-05-27T16:23:28.760363
TXN_000000037,ACC_000212,MER_00083,55.78,INR,success,card,2026-06-02T02:33:53.760363
TXN_000000038,ACC_000896,MER_00081,803.09,INR,success,net_banking,2026-08-12T22:14:57.760363
TXN_000000039,ACC_000294,MER_00164,338.51,INR,success,card,2026-06-03T07:15:05.760363
TXN_000000040,ACC_000776,MER_00192,402.66,INR,success,upi,2026-07-30T08:18:55.760363
TXN_000000041,ACC_000457,MER_00028,287.15,INR,success,net_banking,2026-08-11T12:53:24.760363
TXN_000000042,ACC_000749,MER_00107,315.93,INR,pending,wallet,2026-08-04T23:02:15.760363
TXN_000000043,ACC_000237,MER_00016,532.62,INR,success,card,2026-08-10T16:37:57.760363
TXN_000000044,ACC_000887,MER_00007,248.67,INR,success,card,2026-07-30T09:09:18.760363
TXN_000000045,ACC_000569,MER_00016,122.43,INR,success,card,2026-07-14T06:20:42.760363
TXN_000000046,ACC_000096,MER_00011,492.97,INR,success,card,2026-08-13T05:27:30.760363
TXN_000000047,ACC_000311,MER_00092,101.07,INR,success,wallet,2026-06-30T05:50:00.760363
TXN_000000048,ACC_000218,MER_00105,125.39,INR,success,wallet,2026-06-23T18:34:57.760363
TXN_000000049,ACC_000503,MER_00064,234.53,INR,success,upi,2026-07-25T16:45:44.760363
TXN_000000050,ACC_000096,MER_00055,86.99,INR,success,upi,2026-07-29T17:15:53.760363
TXN_000000051,ACC_000953,MER_00084,114.24,INR,success,upi,2026-08-03T19:02:58.760363
TXN_000000052,ACC_000071,MER_00088,276.57,INR,failed,wallet,2026-08-04T21:20:06.760363
TXN_000000053,ACC_000273,MER_00179,272.92,INR,success,wallet,2026-08-14T02:22:12.760363
TXN_000000054,ACC_000435,MER_00056,590.98,INR,success,upi,2026-07-23T00:39:00.760363
TXN_000000055,ACC_000535,MER_00192,221.77,INR,success,wallet,2026-06-07T20:12:29.760363
TXN_000000056,ACC_000357,MER_00030,742.63,INR,success,wallet,2026-06-18T12:17:17.760363
TXN_000000057,ACC_000242,MER_00089,345.63,INR,success,net_banking,2026-06-12T18:40:30.760363
TXN_000000058,ACC_000240,MER_00041,755.32,INR,success,net_banking,2026-06-12T23:36:25.760363
TXN_000000059,ACC_000390,MER_00114,475.48,INR,success,card,2026-07-26T05:12:55.760363
TXN_000000060,ACC_000046,MER_00151,187.52,INR,success,net_banking,2026-07-11T00:46:45.760363
TXN_000000061,ACC_000253,MER_00006,302.66,INR,success,wallet,2026-06-19T16:38:30.760363
TXN_000000062,ACC_000300,MER_00112,144.82,INR,success,upi,2026-06-15T14:22:34.760363
TXN_000000063,ACC_000103,MER_00039,282.75,INR,success,wallet,2026-08-11T23:19:30.760363
TXN_000000064,ACC_000108,MER_00170,492.04,INR,success,upi,2026-06-27T08:49:21.760363
TXN_000000065,ACC_000806,MER_00115,18.89,INR,success,card,2026-07-16T11:36:06.760363
TXN_000000066,ACC_000062,MER_00148,447.65,INR,success,net_banking,2026-07-21T21:30:26.760363
TXN_000000067,ACC_000637,MER_00119,199.22,INR,success,upi,2026-06-07T11:40:27.760363
TXN_000000068,ACC_000318,MER_00124,124.96,INR,success,wallet,2026-08-03T23:10:55.760363
TXN_000000069,ACC_000487,MER_00083,137.22,INR,success,wallet,2026-06-22T19:54:47.760363
TXN_000000070,ACC_000369,MER_00193,220.92,INR,success,wallet,2026-08-22T09:33:21.760363
TXN_000000071,ACC_000551,MER_00082,613.32,INR,success,card,2026-08-12T14:44:34.760363
TXN_000000072,ACC_000737,MER_00149,325.82,INR,failed,wallet,2026-06-20T07:40:09.760363
TXN_000000073,ACC_000872,MER_00147,225.73,INR,success,card,2026-07-24T01:23:32.760363
TXN_000000074,ACC_000054,MER_00152,49.13,INR,success,upi,2026-06-24T07:11:30.760363
TXN_000000075,ACC_000194,MER_00121,341.04,INR,success,net_banking,2026-06-13T06:44:43.760363
TXN_000000076,ACC_000632,MER_00197,84.16,INR,success,wallet,2026-08-05T09:36:23.760363
TXN_000000077,ACC_000812,MER_00178,408.14,INR,success,net_banking,2026-06-25T06:42:52.760363
TXN_000000078,ACC_000390,MER_00025,81.87,INR,success,wallet,2026-07-10T00:34:24.760363
TXN_000000079,ACC_000382,MER_00040,318.57,INR,success,net_banking,2026-06-10T16:28:59.760363
TXN_000000080,ACC_000998,MER_00120,69.93,INR,success,card,2026-07-17T08:14:51.760363
TXN_000000081,ACC_000970,MER_00116,464.3,INR,success,wallet,2026-07-11T02:59:01.760363
TXN_000000082,ACC_000261,MER_00083,315.26,INR,success,net_banking,2026-07-02T19:16:48.760363
TXN_000000083,ACC_000586,MER_00152,228.42,INR,success,upi,2026-05-29T07:36:09.760363
TXN_000000084,ACC_000603,MER_00035,420.05,INR,success,wallet,2026-08-08T22:13:38.760363
TXN_000000085,ACC_000662,MER_00166,29.04,INR,success,upi,2026-06-09T02:32:48.760363
TXN_000000086,ACC_000942,MER_00175,694.84,INR,success,wallet,2026-08-02T06:00:51.760363
TXN_000000087,ACC_000173,MER_00047,264.4,INR,success,net_banking,2026-06-27T22:47:54.760363
TXN_000000088,ACC_000361,MER_00183,122.32,INR,success,wallet,2026-05-29T22:42:53.760363
TXN_000000089,ACC_000468,MER_00080,816.39,INR,success,card,2026-07-19T00:41:13.760363
TXN_000000090,ACC_000189,MER_00178,223.06,INR,success,card,2026-07-28T12:56:50.760363
TXN_000000091,ACC_000281,MER_00088,494.1,INR,success,wallet,2026-06-10T11:30:04.760363
TXN_000000092,ACC_000823,MER_00166,94.9,INR,success,net_banking,2026-06-19T00:24:12.760363
TXN_000000093,ACC_000091,MER_00041,585.94,INR,success,upi,2026-07-21T02:04:36.760363
TXN_000000094,ACC_000603,MER_00157,402.61,INR,success,wallet,2026-06-27T13:16:11.760363
TXN_000000095,ACC_000264,MER_00121,997.7,INR,success,card,2026-07-05T12:14:41.760363
TXN_000000096,ACC_000284,MER_00076,706.89,INR,success,card,2026-08-02T13:56:50.760363
TXN_000000097,ACC_000109,MER_00130,116.01,INR,failed,wallet,2026-07-12T09:34:21.760363
TXN_000000098,ACC_000887,MER_00129,289.82,INR,success,net_banking,2026-06-18T18:53:19.760363
TXN_000000099,ACC_000449,MER_00068,59.48,INR,success,card,2026-08-12T19:58:05.760363
TXN_000000100,ACC_000554,MER_00004,340.34,INR,success,wallet,2026-07-04T12:42:26.760363
TXN_000000101,ACC_000407,MER_00096,256.76,INR,success,upi,2026-08-19T20:42:24.760363
TXN_000000102,ACC_000891,MER_00045,505.58,INR,failed,net_banking,2026-08-22T20:39:58.760363
TXN_000000103,ACC_000850,MER_00161,321.0,INR,success,card,2026-07-06T06:54:38.760363
TXN_000000104,ACC_000770,MER_00011,750.69,INR,success,card,2026-06-04T12:15:11.760363
TXN_000000105,ACC_000085,MER_00112,351.46,INR,success,upi,2026-07-27T01:11:54.760363
TXN_000000106,ACC_000961,MER_00050,448.18,INR,success,net_banking,2026-07-06T09:49:02.760363
TXN_000000107,ACC_000691,MER_00060,132.3,INR,success,wallet,2026-07-01T19:52:36.760363
TXN_000000108,ACC_000700,MER_00198,24.59,INR,success,wallet,2026-08-22T21:25:09.760363
TXN_000000109,ACC_000723,MER_00072,323.92,INR,success,wallet,2026-08-09T18:43:09.760363
TXN_000000110,ACC_000287,MER_00001,369.17,INR,success,net_banking,2026-07-23T15:16:02.760363
TXN_000000111,ACC_000339,MER_00180,74.23,INR,success,wallet,2026-08-12T07:08:26.760363
TXN_000000112,ACC_000671,MER_00120,334.11,INR,success,card,2026-05-30T22:01:03.760363
TXN_000000113,ACC_000248,MER_00010,84.74,INR,failed,net_banking,2026-06-10T14:04:54.760363
TXN_000000114,ACC_000643,MER_00059,453.8,INR,success,net_banking,2026-07-01T02:57:28.760363
TXN_000000115,ACC_000082,MER_00079,2333.76,INR,success,card,2026-06-02T14:18:47.760363
TXN_000000116,ACC_000319,MER_00066,208.49,INR,success,net_banking,2026-08-10T21:27:07.760363
TXN_000000117,ACC_000786,MER_00058,73.82,INR,success,wallet,2026-08-20T17:16:07.760363
TXN_000000118,ACC_000864,MER_00025,131.0,INR,success,wallet,2026-06-10T15:39:19.760363
TXN_000000119,ACC_000456,MER_00030,157.66,INR,success,net_banking,2026-07-18T08:24:44.760363
TXN_000000120,ACC_000668,MER_00153,303.81,INR,success,wallet,2026-07-08T09:49:12.760363
TXN_000000121,ACC_000579,MER_00003,73.05,INR,success,upi,2026-07-08T08:19:55.760363
TXN_000000122,ACC_000165,MER_00074,879.41,INR,success,wallet,2026-07-27T10:56:26.760363
TXN_000000123,ACC_000455,MER_00018,162.26,INR,failed,upi,2026-08-08T08:56:11.760363
TXN_000000124,ACC_000508,MER_00075,355.19,INR,success,card,2026-08-01T18:23:25.760363
TXN_000000125,ACC_000789,MER_00012,168.54,INR,success,upi,2026-07-22T11:42:36.760363
TXN_000000126,ACC_000271,MER_00084,98.26,INR,pending,upi,2026-08-05T15:47:52.760363
TXN_000000127,ACC_000776,MER_00135,180.72,INR,success,wallet,2026-07-24T16:52:22.760363
TXN_000000128,ACC_000697,MER_00125,409.31,INR,success,wallet,2026-06-11T12:21:17.760363
TXN_000000129,ACC_000455,MER_00172,1368.78,INR,success,net_banking,2026-08-21T07:04:59.760363
TXN_000000130,ACC_000118,MER_00170,269.37,INR,success,net_banking,2026-07-09T02:11:52.760363
TXN_000000131,ACC_000463,MER_00115,552.91,INR,success,upi,2026-06-17T14:08:02.760363
TXN_000000132,ACC_000373,MER_00125,207.44,INR,success,net_banking,2026-08-17T08:06:22.760363
TXN_000000133,ACC_000510,MER_00172,1386.05,INR,success,wallet,2026-06-27T00:33:36.760363
TXN_000000134,ACC_000533,MER_00011,609.09,INR,success,net_banking,2026-06-27T15:12:23.760363
TXN_000000135,ACC_000496,MER_00026,45.51,INR,success,wallet,2026-07-17T02:59:05.760363
TXN_000000136,ACC_000704,MER_00003,57.52,INR,success,net_banking,2026-08-13T09:40:15.760363
TXN_000000137,ACC_000745,MER_00068,788.86,INR,success,net_banking,2026-05-31T14:28:59.760363
TXN_000000138,ACC_000222,MER_00074,256.82,INR,success,card,2026-08-01T10:21:17.760363
TXN_000000139,ACC_000968,MER_00126,126.73,INR,success,card,2026-06-01T02:09:58.760363
TXN_000000140,ACC_000089,MER_00013,431.09,INR,success,upi,2026-08-03T09:43:19.760363
TXN_000000141,ACC_000975,MER_00162,83.4,INR,success,net_banking,2026-07-16T13:41:11.760363
TXN_000000142,ACC_000469,MER_00033,361.94,INR,success,card,2026-08-19T17:52:14.760363
TXN_000000143,ACC_000762,MER_00182,1204.36,INR,success,net_banking,2026-07-29T04:56:07.760363
TXN_000000144,ACC_000287,MER_00054,236.05,INR,success,net_banking,2026-07-23T23:31:36.760363
TXN_000000145,ACC_000797,MER_00168,48.12,INR,success,net_banking,2026-08-07T11:38:37.760363
TXN_000000146,ACC_000029,MER_00082,338.16,INR,success,wallet,2026-08-24T15:23:31.760363
TXN_000000147,ACC_000163,MER_00087,351.85,INR,success,card,2026-07-29T02:16:53.760363
TXN_000000148,ACC_000328,MER_00002,74.91,INR,success,upi,2026-07-29T19:22:39.760363
TXN_000000149,ACC_000269,MER_00029,145.75,INR,success,wallet,2026-08-24T04:02:11.760363
TXN_000000150,ACC_000587,MER_00019,230.9,INR,success,wallet,2026-07-03T07:41:18.760363
TXN_000000151,ACC_000276,MER_00039,649.36,INR,success,card,2026-07-18T04:30:47.760363
TXN_000000152,ACC_000174,MER_00002,360.46,INR,success,card,2026-07-07T11:54:12.760363
TXN_000000153,ACC_000958,MER_00092,94.16,INR,success,upi,2026-08-20T23:40:31.760363
TXN_000000154,ACC_000537,MER_00198,337.0,INR,success,card,2026-08-23T22:10:58.760363
TXN_000000155,ACC_000732,MER_00035,369.64,INR,success,wallet,2026-08-03T00:37:36.760363
TXN_000000156,ACC_000630,MER_00028,621.73,INR,success,card,2026-06-27T06:25:57.760363
TXN_000000157,ACC_000523,MER_00183,1229.96,INR,success,wallet,2026-07-10T02:45:54.760363
TXN_000000158,ACC_000762,MER_00032,317.43,INR,success,wallet,2026-06-14T02:32:15.760363
TXN_000000159,ACC_000138,MER_00109,685.21,INR,success,net_banking,2026-06-05T22:55:58.760363
TXN_000000160,ACC_000231,MER_00043,329.49,INR,success,net_banking,2026-07-14T04:10:16.760363
TXN_000000161,ACC_000302,MER_00036,226.5,INR,success,upi,2026-05-31T03:15:09.760363
TXN_000000162,ACC_000335,MER_00102,1660.24,INR,success,wallet,2026-06-26T10:45:41.760363
TXN_000000163,ACC_000906,MER_00013,96.44,INR,success,upi,2026-08-18T01:57:50.760363
TXN_000000164,ACC_000714,MER_00076,167.7,INR,success,net_banking,2026-06-16T10:19:14.760363
TXN_000000165,ACC_000703,MER_00092,173.43,INR,success,net_banking,2026-07-17T07:57:04.760363
TXN_000000166,ACC_000971,MER_00114,233.77,INR,failed,card,2026-07-09T02:33:39.760363
TXN_000000167,ACC_000982,MER_00008,183.59,INR,success,wallet,2026-08-21T01:00:14.760363
TXN_000000168,ACC_000421,MER_00121,551.16,INR,success,card,2026-06-16T00:42:02.760363
TXN_000000169,ACC_000275,MER_00002,262.59,INR,pending,upi,2026-08-13T09:51:51.760363
TXN_000000170,ACC_000585,MER_00015,1261.95,INR,success,wallet,2026-08-03T14:11:50.760363
TXN_000000171,ACC_000034,MER_00003,275.36,INR,success,card,2026-07-06T20:22:59.760363
TXN_000000172,ACC_000085,MER_00092,376.87,INR,success,upi,2026-06-25T03:04:01.760363
TXN_000000173,ACC_000179,MER_00186,284.97,INR,success,upi,2026-06-08T10:21:56.760363
TXN_000000174,,MER_00002,723.76,INR,success,net_banking,2026-08-18T12:08:10.760363
TXN_000000175,ACC_000912,MER_00085,268.0,INR,success,card,2026-07-07T12:18:05.760363
TXN_000000176,ACC_000742,MER_00189,484.09,INR,success,wallet,2026-08-01T18:14:13.760363
TXN_000000177,ACC_000777,MER_00047,210.41,INR,success,card,2026-06-18T05:45:30.760363
TXN_000000178,ACC_000947,MER_00176,320.32,INR,success,card,2026-07-21T22:41:16.760363
TXN_000000179,ACC_000672,MER_00157,896.24,INR,success,net_banking,2026-06-21T22:46:00.760363
TXN_000000180,ACC_000976,MER_00045,36.27,INR,success,upi,2026-07-01T08:12:28.760363
TXN_000000181,ACC_000678,MER_00137,72.76,INR,success,wallet,2026-06-03T04:01:55.760363
TXN_000000182,ACC_000668,MER_00151,1012.86,INR,success,upi,2026-08-07T19:30:25.760363
TXN_000000183,ACC_000022,MER_00132,464.03,INR,success,wallet,2026-07-30T16:47:06.760363
TXN_000000184,ACC_000295,MER_00198,673.65,INR,success,card,2026-07-05T22:50:56.760363
TXN_000000185,ACC_000222,MER_00184,51.67,INR,success,card,2026-07-17T20:30:03.760363
TXN_000000186,ACC_000289,MER_00165,1192.41,INR,success,wallet,2026-06-22T14:05:58.760363
TXN_000000187,ACC_000987,MER_00093,592.34,INR,pending,net_banking,2026-08-05T14:24:58.760363
TXN_000000188,ACC_000042,MER_00101,135.42,INR,success,wallet,2026-06-04T11:21:30.760363
TXN_000000189,ACC_000081,MER_00190,514.02,INR,success,wallet,2026-08-02T06:03:15.760363
TXN_000000190,ACC_000860,MER_00109,175.09,INR,success,card,2026-06-12T20:53:33.760363
TXN_000000191,ACC_000436,MER_00109,322.76,INR,success,upi,2026-08-03T10:29:17.760363
TXN_000000192,ACC_000315,MER_00153,159.39,INR,success,upi,2026-06-29T03:43:49.760363
TXN_000000193,ACC_000954,MER_00066,188.02,INR,success,wallet,2026-08-07T01:29:31.760363
TXN_000000194,ACC_000296,MER_00191,454.25,INR,success,card,2026-06-07T15:06:27.760363
TXN_000000195,ACC_000099,MER_00080,46.93,INR,success,card,2026-06-29T19:12:55.760363
TXN_000000196,ACC_000258,MER_00142,168.99,INR,success,net_banking,2026-06-11T19:24:55.760363
TXN_000000197,ACC_000501,MER_00057,36.25,INR,success,net_banking,2026-07-25T02:42:04.760363
TXN_000000198,ACC_000700,MER_00062,117.07,INR,success,upi,2026-06-25T02:40:39.760363
TXN_000000199,ACC_000811,MER_00051,88.6,INR,success,card,2026-06-11T19:59:10.760363
TXN_000000200,ACC_000347,MER_00114,108.07,INR,success,card,2026-06-24T03:37:55.760363
TXN_000000201,ACC_000596,MER_00190,566.76,INR,success,net_banking,2026-08-02T19:28:57.760363
TXN_000000202,ACC_000003,MER_00056,447.03,INR,success,card,2026-07-30T00:32:22.760363
TXN_000000203,ACC_000201,MER_00003,44.96,INR,success,card,2026-07-01T02:32:35.760363
TXN_000000204,ACC_000322,MER_00074,197.48,INR,success,net_banking,2026-08-21T11:56:42.760363
TXN_000000205,ACC_000852,MER_00159,73.35,INR,success,upi,2026-06-22T13:18:58.760363
TXN_000000206,ACC_000150,MER_00009,120.87,INR,success,net_banking,2026-07-10T09:37:05.760363
TXN_000000207,ACC_000701,MER_00080,1161.72,INR,success,card,2026-08-13T08:39:44.760363
TXN_000000208,ACC_000483,MER_00122,777.6,INR,success,card,2026-08-06T04:07:04.760363
TXN_000000209,ACC_000007,MER_00057,248.58,INR,success,upi,2026-08-15T12:53:46.760363
TXN_000000210,ACC_000134,MER_00139,66.88,INR,failed,wallet,2026-08-13T14:15:59.760363
TXN_000000211,ACC_000082,MER_00058,1264.18,INR,success,net_banking,2026-06-13T02:40:42.760363
TXN_000000212,ACC_000750,MER_00117,270.62,INR,success,net_banking,2026-07-04T12:34:24.760363
TXN_000000213,ACC_000486,MER_00025,39.25,INR,success,card,2026-08-17T20:15:35.760363
TXN_000000214,ACC_000959,MER_00041,423.69,INR,success,net_banking,2026-07-16T02:30:29.760363
TXN_000000215,ACC_000145,MER_00003,377.68,INR,success,net_banking,2026-08-08T09:02:56.760363
TXN_000000216,ACC_000096,MER_00043,427.45,INR,success,net_banking,2026-05-31T13:27:08.760363
TXN_000000217,ACC_000385,MER_00046,273.79,INR,success,wallet,2026-06-01T05:06:38.760363
TXN_000000218,ACC_000231,MER_00151,312.18,INR,success,card,2026-06-17T00:20:48.760363
TXN_000000219,ACC_000473,MER_00005,599.05,INR,success,wallet,2026-06-01T08:57:44.760363
TXN_000000220,ACC_000498,MER_00005,74.23,INR,success,upi,2026-08-13T19:47:43.760363
TXN_000000221,ACC_000357,MER_00153,79.51,INR,failed,wallet,2026-06-30T16:17:12.760363
TXN_000000222,ACC_000289,MER_00168,356.05,INR,success,net_banking,2026-06-11T20:35:29.760363
TXN_000000223,ACC_000883,MER_00012,449.62,INR,success,net_banking,2026-08-24T14:54:20.760363
TXN_000000224,ACC_000905,MER_00045,86.87,INR,success,wallet,2026-08-10T18:09:26.760363
TXN_000000225,ACC_000260,MER_00057,301.32,INR,success,wallet,2026-07-31T12:16:08.760363
TXN_000000226,ACC_000279,MER_00059,253.77,INR,success,upi,2026-06-04T18:31:45.760363
TXN_000000227,ACC_INVALID,MER_00103,152.53,INR,success,wallet,2026-08-20T02:53:03.760363
TXN_000000228,ACC_000736,MER_00132,154.3,INR,success,wallet,2026-05-30T12:04:42.760363
TXN_000000229,ACC_000927,MER_00194,50.53,INR,success,net_banking,2026-08-04T13:15:49.760363
TXN_000000230,ACC_000120,MER_00063,1103.96,INR,success,card,2026-08-09T18:10:34.760363
TXN_000000231,ACC_000963,MER_00011,1253.59,INR,success,upi,2026-05-30T10:01:16.760363
TXN_000000232,ACC_000181,MER_00033,254.21,INR,success,upi,2026-07-08T19:45:24.760363
TXN_000000233,ACC_000344,MER_00003,383.25,INR,success,wallet,2026-05-29T02:47:44.760363
TXN_000000234,ACC_000806,MER_00001,233.5,INR,failed,net_banking,2026-07-04T04:27:35.760363
TXN_000000235,ACC_000759,MER_00153,477.91,INR,success,upi,2026-08-08T08:18:34.760363
TXN_000000236,ACC_000058,MER_00053,108.65,INR,failed,net_banking,2026-06-09T17:17:13.760363
TXN_000000237,ACC_000912,MER_00134,269.68,INR,success,wallet,2026-07-29T11:49:40.760363
TXN_000000238,ACC_000300,MER_00108,261.64,INR,success,wallet,2026-08-06T16:20:15.760363
TXN_000000239,ACC_000545,MER_00109,137.17,INR,success,upi,2026-06-07T08:58:27.760363
TXN_000000240,ACC_000525,MER_00109,586.51,INR,success,upi,2026-08-09T15:03:33.760363
TXN_000000241,ACC_000075,MER_00131,80.4,INR,success,card,2026-07-11T07:18:05.760363
TXN_000000242,ACC_000793,MER_00063,262.75,INR,success,wallet,2026-07-11T18:49:32.760363
TXN_000000243,ACC_000851,MER_00156,101.67,INR,success,upi,2026-08-12T20:43:01.760363
TXN_000000244,ACC_000177,MER_00004,1899.53,INR,success,card,2026-08-17T04:39:08.760363
TXN_000000245,ACC_000032,MER_00166,298.47,INR,success,upi,2026-06-14T18:03:19.760363
TXN_000000246,ACC_000670,MER_00180,2105.03,INR,success,wallet,2026-08-23T13:02:26.760363
TXN_000000247,ACC_000497,MER_00058,659.39,INR,success,wallet,2026-08-17T08:58:02.760363
TXN_000000248,ACC_000411,MER_00009,232.86,INR,success,wallet,2026-05-30T02:20:17.760363
TXN_000000249,ACC_000177,MER_00009,74.26,INR,success,net_banking,2026-07-04T16:52:41.760363
TXN_000000250,ACC_000521,MER_00144,5112.23,INR,success,card,2026-06-25T09:55:02.760363
TXN_000000251,ACC_000505,MER_00171,245.89,INR,success,wallet,2026-07-05T15:42:55.760363
TXN_000000252,ACC_000129,MER_00166,41.0,INR,success,card,2026-07-27T04:41:56.760363
TXN_000000253,ACC_000949,MER_00188,232.87,INR,success,card,2026-08-08T08:16:42.760363
TXN_000000254,ACC_000274,MER_00063,377.09,INR,success,card,2026-08-15T19:53:23.760363
TXN_000000255,ACC_000131,MER_00125,283.6,INR,success,card,2026-07-14T18:20:34.760363
TXN_000000256,ACC_000605,MER_00119,94.17,INR,success,card,2026-07-13T11:16:27.760363
TXN_000000257,ACC_000299,MER_00042,113.09,INR,success,net_banking,2026-07-09T17:55:48.760363
TXN_000000258,ACC_000461,MER_00019,101.78,INR,success,card,2026-06-29T03:55:36.760363
TXN_000000259,ACC_000367,MER_00124,125.99,INR,success,card,2026-06-03T00:24:13.760363
TXN_000000260,ACC_000490,MER_00042,1293.2,INR,success,upi,2026-06-10T04:14:50.760363
TXN_000000261,ACC_000669,MER_00159,149.39,INR,success,net_banking,2026-07-04T05:52:03.760363
TXN_000000262,ACC_000499,MER_00041,301.28,INR,success,card,2026-07-19T08:59:14.760363
TXN_000000263,ACC_000519,MER_00177,1952.83,INR,success,wallet,2026-06-25T05:25:49.760363
TXN_000000264,ACC_000032,MER_00052,430.73,INR,success,wallet,2026-07-19T15:40:25.760363
TXN_000000265,ACC_000651,MER_00186,857.5,INR,success,upi,2026-07-05T16:50:57.760363
TXN_000000266,ACC_000340,MER_00092,71.51,INR,success,upi,2026-07-28T02:56:21.760363
TXN_000000267,ACC_000260,MER_00056,186.02,INR,success,upi,2026-05-31T16:36:27.760363
TXN_000000268,ACC_000995,MER_00184,1261.07,INR,success,upi,2026-08-10T08:13:23.760363
TXN_000000269,ACC_000940,MER_00063,548.32,INR,success,net_banking,2026-08-20T21:45:36.760363
TXN_000000270,ACC_000904,MER_00151,741.13,INR,success,wallet,2026-08-21T11:23:10.760363
TXN_000000271,ACC_000718,MER_00048,248.51,INR,success,wallet,2026-08-02T05:29:22.760363
TXN_000000272,ACC_000303,MER_00142,646.73,INR,success,upi,2026-07-07T16:57:14.760363
TXN_000000273,ACC_000510,MER_00087,78.37,INR,success,net_banking,2026-07-17T05:24:25.760363
TXN_000000274,ACC_000852,MER_00165,146.87,INR,success,net_banking,2026-06-23T23:26:45.760363
TXN_000000275,ACC_000817,MER_00023,495.71,INR,success,net_banking,2026-06-07T23:49:12.760363
TXN_000000276,ACC_000764,MER_00054,116.3,INR,success,card,2026-06-10T16:29:29.760363
TXN_000000277,ACC_000902,MER_00126,268.26,INR,success,wallet,2026-08-17T18:27:50.760363
TXN_000000278,ACC_000062,MER_00155,174.72,INR,success,card,2026-06-05T03:35:59.760363
TXN_000000279,ACC_000344,MER_00090,402.93,INR,success,net_banking,2026-07-04T16:17:37.760363
TXN_000000280,ACC_000137,MER_00141,361.96,INR,success,upi,2026-06-18T15:15:26.760363
